0.902753,0.156604,1,0.453527
0.068673,0.955799,1,0.64889
0.999838,0.986170,1,0.271938
0.999527,0.927791,1,0.289526
0.579554,0.307416,1,0.0231186
0.727398,0.763164,1,0.797554
0.856521,0.989979,1,0.3901
0.360915,0.643858,1,0.407496
0.963504,0.231610,1,0.110583
0.999673,0.970642,1,0.682372
0.993142,0.719381,1,0.938971
0.074890,0.512428,1,0.723724
0.293323,0.380897,1,0.553607
0.070721,0.658804,1,0.795328
0.792986,0.858329,1,0.809532
0.882686,0.716951,1,0.47893
0.900578,0.966316,1,0.917581
0.039188,0.589209,1,0.506693
0.467844,0.848437,1,0.516156
0.992525,0.631246,1,0.0990372
0.016853,0.968023,1,0.0106008
0.998403,0.941673,1,0.860809
0.999775,0.960389,1,0.512602
0.992684,0.871285,1,0.51119
0.701695,0.820263,1,0.193464
0.002704,0.935496,1,0.962121
0.003715,0.199208,1,0.936461
0.704780,0.403718,1,0.56428
0.426491,0.885756,1,0.533988
0.934879,0.669555,1,0.0436827
0.998650,0.950029,1,0.463292
0.968316,0.297431,1,0.987515
0.999110,0.987990,1,0.692573
0.000034,0.212183,1,0.735231
0.598265,0.907337,1,0.277041
0.936679,0.942448,1,0.715692
0.861413,0.966721,1,0.532785
0.950809,0.952008,1,0.667141
0.879307,0.164484,1,0.123187
0.882920,0.936416,1,0.643367
0.970215,0.573070,1,0.349513
0.984890,0.994507,1,0.0621586
0.001298,0.942250,1,0.367091
0.005894,0.421837,1,0.903121
0.991617,0.745431,1,0.857487
0.970699,0.591876,1,0.176624
0.970791,0.456647,1,0.382051
0.748475,0.272806,1,0.775068
0.679932,0.622062,1,0.683316
0.000000,0.350196,1,0.898207
0.985207,0.926200,1,0.874105
0.007054,0.583679,1,0.693917
0.001171,0.571764,1,0.759016
0.030181,0.721641,1,0.386707
0.853345,0.390955,1,0.205107
0.900762,0.641633,1,0.952481
0.029269,0.617389,1,0.348828
0.000067,0.533540,1,0.141568
0.386873,0.105795,1,0.516761
0.979110,0.944942,1,0.882817
0.015882,0.085753,1,0.185251
0.993954,0.845324,1,0.980053
0.995187,0.860807,1,0.870332
0.982713,0.912501,1,0.877824
0.998971,0.714100,1,0.715284
0.000394,0.057012,1,0.147373
0.088629,0.731130,1,0.593515
0.000115,0.113038,1,0.248069
0.995451,0.885965,1,0.814515
0.987112,0.937896,1,0.716703
0.970335,0.826893,1,0.891436
0.151849,0.417456,1,0.164028
0.412577,0.880733,1,0.778861
0.434536,0.205926,1,0.258527
0.997953,0.925748,1,0.0671489
0.979020,0.794268,1,0.636348
0.999993,0.997637,1,0.435151
0.012236,0.951742,1,0.4492
0.929739,0.440091,1,0.411416
0.809615,0.940499,1,0.118467
0.929515,0.510517,1,0.347407
0.923609,0.972165,1,0.285521
0.999753,0.978804,1,0.812384
0.008914,0.124197,1,0.106423
0.592021,0.384187,1,0.672228
0.943024,0.362870,1,0.0174908
0.980509,0.856638,1,0.0589037
0.705704,0.781744,1,0.0210567
0.000024,0.974166,1,0.159059
0.998130,0.779010,1,0.575665
0.000554,0.631173,1,0.903874
0.974774,0.865940,1,0.344309
0.972771,0.776151,1,0.555718
0.999059,0.305864,1,0.774206
0.943249,0.827127,1,0.222133
0.969351,0.749109,1,0.271002
0.417001,0.883506,1,0.921579
0.702667,0.442632,1,0.815648
0.440091,0.962307,1,0.519071
0.928631,0.773611,1,0.736094
0.066374,0.996056,1,0.532351
0.054119,0.305417,1,0.410507
0.070454,0.597283,1,0.900122
0.764902,0.993710,1,0.311212
0.171563,0.094258,1,0.669034
0.115365,0.768424,1,0.967271
0.806843,0.937737,1,0.94756
0.000002,0.795793,1,0.104185
0.998356,0.873166,1,0.416471
0.995283,0.252395,1,0.358976
0.997566,0.967103,1,0.222652
0.011986,0.377526,1,0.763877
0.966523,0.955840,1,0.644498
0.993119,0.727566,1,0.0350361
0.104584,0.740964,1,0.870301
0.003643,0.744594,1,0.316726
0.000031,0.831267,1,0.052527
0.611633,0.533698,1,0.929204
0.825566,0.298017,1,0.337783
0.282281,0.902252,1,0.211586
0.992126,0.930052,1,0.504869
0.135087,0.248084,1,0.241656
0.999936,0.986926,1,0.555895
0.318695,0.345689,1,0.0605866
0.993703,0.982131,1,0.0158622
0.648398,0.858196,1,0.778028
0.839702,0.813681,1,0.331588
0.051223,0.863167,1,0.937441
0.992320,0.720541,1,0.593676
0.000001,0.904878,1,0.850659
0.992703,0.764304,1,0.673535
0.838840,0.979394,1,0.126027
0.907488,0.718982,1,0.261166
0.881847,0.731079,1,0.573657
0.887441,0.672545,1,0.437239
0.989954,0.890839,1,0.9302
0.019894,0.807859,1,0.540927
0.548726,0.071577,1,0.3848
0.775415,0.721831,1,0.0343852
0.962796,0.965197,1,0.957398
0.587029,0.219899,1,0.743776
0.970045,0.906480,1,0.257037
0.003887,0.642544,1,0.721275
0.072327,0.793238,1,0.388274
0.107145,0.500242,1,0.292074
0.000345,0.763595,1,0.591576
0.945921,0.820724,1,0.705
0.421845,0.990884,1,0.344601
0.526131,0.947250,1,0.52078
0.979786,0.654181,1,0.042783
0.511887,0.147457,1,0.556186
0.953514,0.834044,1,0.0256492
0.999340,0.692907,1,0.28444
0.000287,0.139794,1,0.112081
0.970658,0.510513,1,0.0862358
0.409248,0.250548,1,0.300302
0.733053,0.583001,1,0.890109
0.999960,0.987729,1,0.417824
0.781169,0.461816,1,0.237743
0.774330,0.223160,1,0.483785
0.000800,0.019756,1,0.268483
0.319631,0.735118,1,0.911278
0.571850,0.732634,1,0.609812
0.774164,0.908590,1,0.529649
